Blind Date,TriStar Pictures,United States of America
Blind Date,Blake Edwards Entertainment,United States of America
Blind Date,Delphi V Productions,United States of America
Blind Date,ML Delphi Premier Productions,United States of America
The Lost Boys,Warner Bros. Pictures,United States of America
Bad Taste,WingNut Films,New Zealand
Bad Taste,New Zealand Film Commission,New Zealand
Some Kind of Wonderful,Hughes Entertainment,United States of America
Some Kind of Wonderful,Paramount,United States of America
Masters of the Universe,Edward R. Pressman Film,United States of America
Masters of the Universe,Cannon Group,United States of America
Masters of the Universe,Golan-Globus Productions,United States of America
Three Men and a Baby,Touchstone Pictures,United States of America
Three Men and a Baby,Interscope Communications,United States of America
Three Men and a Baby,Silver Screen Partners III,United States of America
Baby Boom,United Artists,United States of America
Barfly,Golan-Globus Productions,United States of America
Barfly,Cannon Group,United States of America
Barfly,American Zoetrope,United States of America
Project X,20th Century Fox,United States of America
Project X,Amercent Films,United States of America
Project X,American Entertainment Partners L.P.,United States of America
Project X,Parkes/Lasker productions,United States of America
Less Than Zero,Amercent Films,United States of America
Less Than Zero,American Entertainment Partners L.P.,United States of America
Less Than Zero,20th Century Fox,United States of America
Scooby-Doo Meets the Boo Brothers,BBDD Productions,Spain
Red Sorghum,Xi'an Film Studio,United States of America
Anne of Avonlea,Anne of Green Gables Productions,United States of America
Anne of Avonlea,CBC,Canada
Anne of Avonlea,Channel 4 Television,United Kingdom
Suspect,ML Delphi Premier Productions,United States of America
Suspect,TriStar Pictures,United States of America
Red's Dream,Pixar,United States of America
Bagdad Cafe,Pro-ject Filmproduktion,United States of America
American Ninja 2: The Confrontation,Cannon Group,United States of America
American Ninja 2: The Confrontation,Golan-Globus Productions,United States of America
Teen Wolf Too,Atlantic Entertainment Group,United States of America
The Dolls,Empire Pictures,United States of America
The Dolls,Taryn Productions Inc.,United States of America
The Gate,New Century Entertainment Corporation,United States of America
The Gate,Vista Organization,United States of America
The Gate,Alliance Entertainment,United States of America
A Chinese Ghost Story,Cinema City,United States of America
A Chinese Ghost Story,Film Workshop,United States of America
A Chinese Ghost Story,Golden Princess Film Production Ltd.,United States of America
Parivaar,BBDD Productions,Spain
Revenge of the Nerds II: Nerds in Paradise,American Entertainment Partners L.P.,United States of America
Revenge of the Nerds II: Nerds in Paradise,Interscope Communications,United States of America
Revenge of the Nerds II: Nerds in Paradise,Amercent Films,United States of America
Revenge of the Nerds II: Nerds in Paradise,20th Century Fox,United States of America
Street Trash,Street Trash Joint Venture,United States of America
Escape from Sobibor,Zenith Productions,United States of America
Escape from Sobibor,CFS Avala Film,United States of America
Escape from Sobibor,Rule,United States of America
The Principal,ML Delphi Premier Productions,United States of America
The Principal,TriStar Pictures,United States of America
The Principal,Dorica Film,United States of America
Who's That Girl,The Guber-Peters Company,United States of America
Who's That Girl,Warner Bros. Pictures,United States of America
Flowers in the Attic,Fries Entertainment Films,United States of America
Prom Night II,Simcom Limited,United States of America
Prom Night II,Allarcom Limited,United States of America
Prom Night II,British Columbia Television,United States of America
Prom Night II,CFCN Communications,United States of America
Prom Night II,TBA Film,United States of America
Eddie Murphy: Raw,Eddie Murphy Productions,United States of America
Death Wish 4: The Crackdown,Cannon Group,United States of America
Death Wish 4: The Crackdown,Golan-Globus Productions,United States of America
The Hidden,Third Elm Street Venture,United States of America
The Hidden,Heron Communications,United States of America
The Hidden,Mega Entertainment,United States of America
The Hidden,New Line Cinema,United States of America
The Pick-up Artist,Amercent Films,United States of America
The Pick-up Artist,American Entertainment Partners L.P.,United States of America
The Pick-up Artist,20th Century Fox,United States of America
House of Games,Filmhaus,United States of America
The Monster Squad,TriStar Pictures,United States of America
The Monster Squad,Keith Barish Productions,United States of America
The Monster Squad,TAFT Entertainment Pictures,United States of America
The Monster Squad,HBO,United States of America
Opera,BBDD Productions,Spain
Hope and Glory,Columbia Pictures,United States of America
Outrageous Fortune,Interscope Communications,United States of America
Outrageous Fortune,Touchstone Pictures,United States of America
Outrageous Fortune,Silver Screen Partners II,United States of America
Cherry 2000,Orion Pictures,United States of America
Cherry 2000,ERP Productions,United States of America
House II: The Second Story,Sean S. Cunningham Films,United States of America
House II: The Second Story,New World Pictures,United States of America
A Better Tomorrow II,Film Workshop,United States of America
Like Father Like Son,TriStar Pictures,United States of America
Like Father Like Son,Imagine Entertainment,United States of America
Nekromantik,BBDD Productions,Spain
Babette's Feast,Rungstedlundfonden,United States of America
Babette's Feast,Det Danske Filminstitut,Denmark
Babette's Feast,Nordisk Film,Denmark
Babette's Feast,Panorama-Film,Denmark
The Fourth Protocol,The Rank Organisation,United States of America
The Believers,Orion Pictures,United States of America
The Believers,Orion Pictures Corporation,United States of America
Someone to Watch Over Me,Columbia Pictures,United States of America
Return to Horror High,New World Pictures,United States of America
Return to Horror High,Balcor Film Investors,United States of America
Ghoulies II,Taryn Productions Inc.,United States of America
Ghoulies II,Empire Pictures,United States of America
The Man Who Planted Trees,Société Radio-Canada,United States of America
The Man Who Planted Trees,CBC,Canada
The Man Who Planted Trees,National Film Board of Canada,Canada
Cry Freedom,Universal Pictures,United States of America
Cry Freedom,Marble Arch Productions,United States of America
The Stepfather,Incorporated Television Company (ITC),United Kingdom
Black Widow,American Entertainment Partners L.P.,United States of America
Black Widow,Amercent Films,United States of America
Black Widow,20th Century Fox,United States of America
Three O'Clock High,Universal Pictures,United States of America
They Call Me Renegade,Paloma Films,United States of America
They Call Me Renegade,Cinecittà,United States of America
Ernest Goes to Camp,Silver Screen Partners II,United States of America
Ernest Goes to Camp,Touchstone Pictures,United States of America
Ernest Goes to Camp,Emshell Producers,United States of America
Extreme Prejudice,TriStar Pictures,United States of America
Extreme Prejudice,Carolco Pictures,United States of America
Steel Dawn,Toron Screen Corporation,United States of America
Steel Dawn,Vestron Pictures,United States of America
Steel Dawn,Independent Film Centre,United States of America
Steel Dawn,Lions Gate Films,United States of America
Steel Dawn,Silver Lion Films,United States of America
The Chipmunk Adventure,Bagdasarian Productions,United States of America
The Chipmunk Adventure,Samuel Goldwyn Company,United States of America
Wings of Honneamise,GAINAX,Japan
Wicked City,Manga,United States of America
Wicked City,Madhouse,Japan
The Bedroom Window,De Laurentiis Entertainment Group (DEG),United States of America
The Sicilian,Gladden Entertainment,United States of America
StageFright,DMV Distribuzione,United States of America
StageFright,Filmirage,United States of America
Da grande,Reteitalia,Italy
Da grande,Gruppo Bema,United States of America
The Jetsons Meet the Flintstones,Hanna-Barbera Productions,United States of America
Pelle the Conqueror,Odyssey Entertainment,United States of America
Pelle the Conqueror,Svensk Filmindustri,Sweden
Pelle the Conqueror,Per Holst Filmproduktion,Denmark
Silent Night  Deadly Night Part 2,Silent Night Releasing Corporation,United States of America
City on Fire,Dimension Pictures,United States of America
Blood Rage,Film Limited Partnership,United States of America
Slumber Party Massacre II,Concorde Pictures,United States of America
September,BBDD Productions,Spain
My Best Friend Is a Vampire,Kings Road Entertainment,United States of America
Michael Jackson: Bad,Optimum Productions,United States of America
84 Charing Cross Road,Brooksfilms,United States of America
